symbol,name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
SMLT,Sarthak Metals,66.79,19.83,91.43,0.75,1.49,122.39,61.99,28.93,5.76
543615,Silicon Rental,79.99,8.92,91.34,1.25,5.68,-4.54,52.46,11.31,12.57
544329,Leo Dryfruits,51.00,8.66,91.25,0.00,4.76,,53.46,,
531254,Optimus Finance,12.19,15.71,91.09,0.00,2.34,15.70,56.29,24.45,11.62
523483,Pacific Inds,132.10,45.75,91.05,0.00,0.37,-83.98,38.53,-35.36,1.09
530557,NCL Res. & Finl.,0.85,,90.98,0.00,-5.59,-5690.00,0.28,-86.14,-2.53
SCML,Sharp Chucks and,75.20,9.89,90.88,0.00,2.64,-22.12,141.11,28.62,12.33
SPLIL,SPL Industries,31.25,33.08,90.63,0.00,3.96,34.69,23.28,-24.22,1.78
CURIS,Curis Lifescien.,112.00,13.07,90.55,0.00,2.71,-31.66,32.72,-4.77,21.25
500236,Kanel Indust.,57.47,,90.52,0.00,0.02,475.00,0.00,,-2.20
BVCL,Barak Valley,40.79,311.69,90.39,0.00,1.45,22.88,59.65,2.92,4.48
AAKASH,Aakash Explor.,8.92,25.81,90.32,0.00,1.88,571.43,32.65,26.70,7.93
502587,Nath Industries,47.52,13.52,90.29,0.00,-2.08,-155.32,129.59,2.76,5.44
506979,Apt Packaging,76.43,56.08,90.29,0.00,0.70,1650.00,6.62,49.44,9.74
507962,Fynx Capital,4.51,,90.20,0.00,-1.33,-43.01,2.50,2677.78,-11.93
538860,Panafic Industri,1.83,,90.17,0.00,-2.65,-13150.00,0.05,-80.00,-17.07
544741,Highness Microelectronics,174.50,21.98,90.10,0.00,3.18,245.65,8.77,19.32,27.39
517393,Reganto Enterprises,6.15,7.88,89.98,0.00,4.08,-73.91,95.93,26.42,17.19
REGENCERAM,Regency Ceramics,33.94,,89.74,0.00,-12.49,-208.99,11.26,60.40,-116.47
NIBL,NRB Indl Bearing,36.98,,89.68,0.00,-6.82,2.29,20.58,27.75,-16.17
540467,Parmeshwari Silk,297.90,9.64,89.40,0.00,2.63,17.70,64.48,9.03,11.33
531215,RTS Power Corpn.,97.40,40.23,89.30,0.00,-1.87,-35.51,48.68,-18.23,3.79
ORIENTLTD,Orient Press,89.29,,89.29,0.00,0.30,157.69,32.30,-7.42,3.48
SHREEOSFM,Shree OSFM,57.90,11.77,89.19,0.00,2.71,-51.35,76.92,9.79,12.30
509084,Photon Capital,328.05,100.15,89.13,0.00,1.20,487.10,1.57,2516.67,6.18
HAPPY,Happy Steels,62.25,12.40,88.93,0.00,,,,,15.86
507598,Kovil. Lak. Rol.,98.30,18.59,88.88,0.51,2.99,-17.31,99.86,-7.65,10.05
ROXHITECH,ROX Hi-Tech,38.75,5.04,88.88,0.00,10.48,15.04,109.94,5.87,16.15
504380,Flomic Global,48.79,285.94,88.64,0.20,3.53,82.90,108.01,-8.64,7.72
511018,MILGREY FIN.&INV,41.15,,88.64,0.00,-2.32,-23100.00,0.00,,-1.62
511626,R R Fin. Cons.,80.07,12.39,88.56,0.00,0.01,-96.13,6.29,-32.44,15.93
544538,Praruh Tech,63.50,9.40,88.46,0.00,8.42,88.37,83.51,148.84,31.93
PALASHSECU,Palash Securi.,88.31,5.50,88.34,0.00,-4.14,44.87,0.12,-99.13,2.65
506919,Makers Labs.,149.70,38.87,88.33,0.00,3.56,2825.00,35.75,5.46,9.28
SELLOWRAP,Sellowrap Indus.,64.00,8.61,87.96,0.00,1.77,-35.14,67.81,41.30,14.04
532015,Gravity (India),11.27,6.84,87.93,0.00,6.83,2376.67,99.24,,158.68
506186,Galaxy Supermarket,17.65,64.13,87.86,0.00,1.67,54.55,11.85,120.26,60.30
535620,Binny Mills,340.00,,87.83,0.00,-10.97,-280.90,4.07,138.01,
CINEVISTA,Cinevista,15.29,14.40,87.82,0.00,0.82,103.17,7.30,-36.36,14.45
538092,Shri Vasuprada,106.00,,87.81,0.00,-6.56,-60.00,22.86,-30.45,-0.67
519242,Sarda Proteins,97.78,31.57,87.77,0.00,1.66,438.78,12.99,18.63,23.06
DELAPLEX,Delaplex,96.30,6.83,87.73,0.00,5.71,-3.10,31.72,0.38,20.14
FIBERWEB,Fiberweb (India),30.43,8.75,87.61,0.00,-1.52,-130.34,9.72,-63.68,7.57
543239,G M Polyplast,65.00,10.58,87.49,0.00,4.77,24.87,58.42,9.63,25.46
VIAZ,Viaz Tyres,61.00,16.56,87.27,0.00,3.26,59.80,65.74,127.63,12.99
MYMUDRA,My Mudra Fin.,76.50,7.26,87.15,0.00,6.63,7.98,58.89,26.29,26.18
ABAN,Aban Offshore,14.93,,87.14,0.00,29.56,110.69,91.31,-21.49,
540519,Meera Industries,40.67,115.81,86.86,1.23,-0.64,-277.78,8.81,12.80,4.69
540730,Mehai Technology,1.16,11.80,86.84,0.00,3.17,322.67,58.77,39.73,6.69
KAYTEX,Kaytex Fabrics,59.00,4.98,86.73,0.00,8.83,-0.45,86.65,4.35,23.25
AMBANIORGO,Ambani Orgochem,112.50,63.35,86.16,0.00,1.16,190.00,133.09,18.87,10.48
534064,Alliance Integ.,2.18,,86.10,0.00,-27.44,-42.80,17.17,-38.39,
524408,Universal Starch,204.95,6.56,86.08,0.00,9.63,227.55,152.36,10.29,18.45
KEN,Ken Enter.,35.00,5.58,85.98,0.00,9.86,36.94,358.98,34.26,24.99
543713,Droneacharya Aer,35.83,226.18,85.95,0.00,-1.56,89.66,5.09,-33.20,1.03
519287,Modern Dairies,30.20,17.59,85.83,0.00,0.32,-98.21,92.18,1.23,13.72
USASEEDS,Upsurge Seeds,85.10,11.47,85.83,0.00,4.94,-16.41,63.60,-26.06,11.00
538706,Ultracab India,6.98,15.32,85.82,0.00,1.33,-43.75,79.90,9.53,8.46
544074,Shri Balaji,105.00,10.01,85.68,0.00,5.19,20.70,55.46,25.93,17.87
526137,Shetron,94.99,22.86,85.49,1.05,0.96,284.00,61.34,12.49,12.59
544257,Sodhani Academy,149.80,24.59,85.31,0.33,1.43,-23.94,1.58,-45.33,26.62
526492,Rishiroop,93.03,12.72,85.25,1.61,-5.62,-135.15,21.36,13.92,6.51
524336,Sh. Hari Chem.,134.95,20.19,85.19,0.00,1.06,5200.00,41.22,17.67,11.37
543435,Clara Industries,33.12,47.24,85.03,0.00,1.18,-0.84,9.43,23.27,4.73
KOHINOOR,Kohinoor Foods,22.92,,84.97,0.00,87.63,105.93,27.74,41.10,-1.08
PARSVNATH,Parsvnath Devl.,1.95,,84.86,0.00,-149.47,-54.84,61.04,4.81,-0.98
544676,Yajur Fibres,37.39,11.28,84.81,0.00,5.47,-37.41,50.89,-17.25,8.96
MAYASHEEL,Mayasheel Vent.,38.45,5.22,84.78,0.00,3.28,18.35,125.87,10.65,27.59
514280,Sanrhea Tech.,148.95,14.92,84.75,1.01,2.36,45.68,21.29,13.06,23.23
533202,Satchmo Holdings,5.81,5.99,84.73,0.00,-4.70,-80.08,1.29,892.31,
544370,Nukleus Office,210.00,39.57,84.67,0.00,0.97,-14.91,18.56,29.16,7.08
513507,Guj. Containers,149.65,11.46,84.55,1.00,2.34,40.96,36.90,1.32,16.32
ZENITHDRUG,Zenith Drugs,49.25,20.30,84.46,0.00,1.61,-4.73,93.00,41.70,9.05
539218,Saumya Cons,122.00,,84.26,0.00,-13.29,-7.61,-7.12,-1994.12,-5.33
507852,Addi Industries,78.02,35.69,84.23,0.00,0.35,-57.83,5.12,,4.37
FONEBOX,Fonebox Retail,82.00,12.37,84.13,0.00,4.53,60.07,311.35,74.84,25.33
537800,Mangalam Industr,0.59,,84.08,1.69,-1.76,-1860.00,1.75,90.22,-1.93
540654,Globalspace Tech,24.46,29.50,84.07,0.00,2.45,1733.33,16.04,83.31,4.55
WOL3D,WOL 3D India,130.30,12.60,84.07,0.00,2.84,6.77,56.06,119.76,20.65
531273,Radhe Develop.,1.53,,83.98,0.00,-1.20,-130.93,0.00,-100.00,4.32
544199,Gem Enviro,37.20,18.04,83.89,0.67,1.23,-18.00,40.73,10.05,12.06
526709,BITS,7.49,110.25,83.79,0.00,0.16,128.57,0.44,41.94,3.67
531688,Prithvi Exchange,101.50,25.14,83.73,1.97,-0.37,366.67,940.75,30.42,8.18
KEL,Kundan Edifice,81.45,10.77,83.67,0.00,3.26,-23.47,50.51,0.40,19.09
540613,Gautam Exim,33.88,379.59,83.51,0.00,0.02,-50.00,17.86,-15.28,5.56
539353,SAL Automotive,173.85,17.81,83.37,1.44,0.93,-1.06,88.79,0.77,11.83
544353,Amwill Health,41.58,7.28,83.17,0.00,7.55,79.33,24.29,39.36,20.52
BLBLIMITED,BLB,15.70,2.49,83.00,0.00,4.34,243.71,71.61,21.56,40.25
511523,Veerhealth Care,41.49,123.84,82.97,0.00,-0.35,-470.00,16.76,198.22,7.21
ZENITHSTL,Zenith Steel,5.83,26.42,82.95,0.00,1.39,-96.30,11.29,-54.51,
522294,T & I Global,163.60,11.91,82.91,0.00,0.05,102.16,41.72,55.67,10.54
SERVICE,Service Care Ltd,62.20,16.51,82.90,0.00,2.55,896.88,101.11,6.24,10.78
ENERGYDEV,Energy Devl.Co.,17.45,63.27,82.89,0.00,-13.76,63.59,4.17,47.87,14.27
544047,Siyaram Recycli.,38.03,21.86,82.86,0.00,0.71,-89.70,149.84,-43.65,7.34
543515,Sunrise Efficie.,43.24,8.34,82.85,0.00,4.73,-5.40,89.24,20.20,15.24
513548,Sharda Ispat,162.75,13.34,82.68,0.00,4.35,335.00,67.20,64.38,11.42
544036,Deepak Chemtex,76.00,10.01,82.57,0.00,4.14,-41.35,36.71,-9.56,19.45
530533,Terai Tea Co,119.95,15.93,82.52,0.00,0.79,115.90,33.14,79.72,3.87
540570,Variman Global,4.23,24.71,82.52,0.00,0.04,107.69,44.34,106.33,10.34
ZEAL,Zeal Global Serv,62.00,7.40,82.52,0.00,6.53,21.15,114.20,-42.16,16.57
544629,Ravelcare,120.30,16.02,82.51,0.00,1.95,30.00,12.56,-13.85,29.61
511696,Charter. Capital,273.95,30.43,82.46,0.00,-3.41,-347.10,-3.28,-223.31,2.35
511391,Inter Globe Fin,60.76,36.63,82.42,0.00,-3.60,19.82,36.62,25.41,3.17
500399,Steelco Gujarat,130.90,,82.42,0.00,-16.06,-108.30,33.64,1557.14,-12.21
508918,Ironwood Educa,49.02,20.98,82.26,0.00,0.38,171.70,22.22,2238.95,15.64
532410,Transcorp Intl.,25.69,9.86,82.24,2.34,3.91,132.74,195.99,-22.31,15.30
540786,Sharika Enterpr.,18.93,,81.97,0.00,-2.29,-151.34,21.01,20.89,-21.98
KANDARP,Kandarp Digi,91.35,44.31,81.97,0.00,1.13,-15.67,16.35,4.01,11.22
LPDC,Landmark Prop.,6.10,54.92,81.83,0.00,1.28,3300.00,5.76,,4.86
526479,Sky Industries,103.51,13.30,81.67,0.97,1.76,44.63,20.46,9.24,13.27
539773,Advik Capital,1.34,,81.54,0.00,-20.87,-383.95,-2.83,-122.11,8.42
541778,Deep Polymers,33.56,12.18,81.15,0.00,2.64,576.92,26.55,15.43,8.75
530545,COSCO (India),195.00,81.14,81.14,0.00,0.98,174.81,52.76,14.55,4.89
524614,IEL,6.21,449.83,80.97,0.00,0.59,368.18,0.42,4100.00,0.72
511147,WSFX Global,63.88,13.19,80.96,2.35,0.55,129.41,26.18,20.09,18.17
BANARBEADS,Banaras Beads,121.95,42.82,80.93,1.85,0.72,18.03,9.06,45.89,5.71
536659,PVV Infra Ltd,3.53,11.30,80.82,0.00,0.08,-84.91,21.64,223.95,10.97
DIGJAMLMTD,Digjam,40.40,34.83,80.80,0.00,-0.73,146.00,8.21,32.85,5.21
RSSOFTWARE,R S Software (I),31.26,,80.75,0.80,-7.48,-107.76,5.88,-24.32,-51.85
MARUSHIKA,Marushika Tech.,94.50,8.93,80.67,0.00,5.92,,67.79,,33.99
543848,Dev Labtech,16.99,8.42,80.62,0.00,9.23,1039.51,117.94,258.48,20.95
TOTAL,Total Transport,49.98,10.33,80.60,0.00,0.29,-93.97,154.69,-1.00,11.69
NOIDATOLL,Noida Tollbridg.,4.32,2.96,80.44,0.00,3.85,-4.90,11.24,7.66,162.47
519238,Saptarishi Agro,23.64,90.37,80.43,0.00,1.66,-47.30,20.60,-56.51,6.06
532455,Shalimar Wires,18.81,10.44,80.42,0.00,2.32,707.69,38.33,5.45,16.74
533896,Fervent Synerg.,16.08,22.09,80.40,0.00,0.20,-47.37,0.74,8.82,7.21
524136,Pee Cee Cosma,303.05,9.63,80.31,0.99,0.84,29.23,43.36,22.21,21.13
544082,New Swan,42.20,8.36,80.25,1.18,4.68,-23.99,95.16,24.41,13.44
532933,Porwal Auto Comp,53.08,8.07,80.15,0.00,0.11,-95.00,36.43,-7.14,18.01
INVICTA,Invicta Diagnos.,63.75,16.32,80.15,0.00,0.79,,15.41,,20.28
501833,Chowgule Steam,22.05,,80.06,0.00,-0.87,-495.45,0.87,-15.53,2.52
538401,M E T S,145.30,10.75,80.06,0.00,2.26,169.05,11.70,49.04,23.47
539991,Confidence Fut.,31.99,12.68,80.04,0.78,6.38,-2.36,55.84,-17.89,3.28
543443,Ascensive Educa.,19.55,22.75,79.86,0.00,1.16,-36.68,31.47,37.60,24.52
HISARMETAL,Hisar Met.Inds.,147.49,23.56,79.64,0.68,0.76,100.00,72.04,21.48,8.02
531489,CG-VAK Software,157.70,7.17,79.64,0.63,-0.02,-35.66,19.01,-3.26,20.05
HDIL,H D I L,1.68,,79.63,0.00,-2.47,-2.49,0.41,-2.38,-0.11
SADBHIN,Sadbhav Infra.,2.26,2.52,79.60,0.00,85.94,1275.68,201.68,0.97,17.62
544767,Autofurnish,58.88,21.92,79.58,0.00,1.82,,17.93,,25.17
MAL,Mangalam Alloys,32.00,5.38,78.99,0.00,2.91,-76.55,219.13,-6.31,13.06
530709,Gowra Leasing,101.60,10.65,78.72,0.00,2.88,123.26,3.96,51.15,14.62
507498,Piccadily Sugar,33.82,231.26,78.63,0.00,-1.37,-956.25,0.85,1114.29,1.33
526546,Choksi Laborator,112.80,52.38,78.57,0.00,1.03,11.96,12.82,12.46,9.64
544673,Modern Diagnost.,52.00,14.96,78.52,0.00,2.08,,39.92,,12.18
541228,Taylormade Renew,63.31,43.13,78.49,0.00,3.38,-47.10,21.35,7.77,3.39
DHARAN,Dharan Infra-EPC,0.15,,78.43,0.00,-4.19,-874.42,3.50,-43.55,-3.61
DIVYADHAN,Divyadhan Recy.,54.80,45.85,78.40,0.00,1.75,1358.33,43.28,54.24,7.14
502294,Nilachal Refract,38.45,,78.28,0.00,-0.36,98.19,0.49,36.11,-30.63
532435,Sanmit Infra,49.50,39.50,78.21,0.00,1.65,3.77,32.31,-29.64,7.65
531169,SKP Securities,114.50,7.53,77.96,1.75,1.90,63.79,10.79,27.84,21.70
WOMANCART,Womancart,96.40,11.26,77.83,0.00,2.81,-46.80,83.89,125.81,12.63
514165,Indian Acrylics,5.75,,77.81,0.00,-11.42,-100.70,74.00,-10.76,-3.31
517554,NHC Foods,1.02,6.56,77.72,0.00,6.65,644.19,258.40,92.08,11.52
531952,Riba Textiles,80.49,9.56,77.70,0.00,3.34,40.34,73.06,-11.26,10.08
544565,Valplast Technol,39.55,8.35,77.63,0.00,5.92,75.15,67.51,93.72,23.41
517238,Dynavision,202.00,9.59,77.57,0.00,4.20,296.19,3.48,1.46,19.80
530125,Samrat Pharma,251.00,,77.55,0.40,-2.04,-410.00,71.77,0.80,-2.52
539391,Acme Resources,30.08,54.54,77.44,0.00,2.35,519.64,1.74,-64.56,1.70
519457,Virat Crane Inds,37.85,,77.29,0.00,-0.78,4.88,50.46,25.52,-8.08
BIKEWO,Bikewo Green,59.25,17.17,77.28,0.00,3.27,3170.00,37.46,159.42,10.97
544327,Technichem Org.,44.61,28.41,77.27,0.00,1.48,-20.86,28.53,-5.75,6.32
544463,Repono,75.10,11.73,77.20,0.00,3.53,42.91,34.78,19.93,27.41
AMEYA,Ameya Precision,102.85,13.80,77.14,0.00,2.71,10.16,20.01,1.68,25.31
BEWLTD,BEW Engg,58.90,20.37,77.00,0.00,-2.44,-139.80,98.44,18.23,4.43
544548,Gujarat Peanut,75.00,10.43,76.97,0.00,4.20,50.00,212.50,30.14,17.93
IEML,Indian Emuls,41.95,4.75,76.91,0.00,5.93,-6.17,82.89,66.68,15.18
500421,TPI India,17.88,30.85,76.82,0.00,1.87,648.00,9.85,21.76,128.93
SHKSIL,Shri Hare-Krish.,40.00,12.38,76.76,0.00,1.55,-64.85,27.21,-35.63,7.76
543544,Jayant Infratech,74.08,9.06,76.57,0.00,3.90,-29.68,57.07,-14.28,16.68
530615,Garg Furnace,112.45,7.44,76.56,0.00,2.62,-20.12,75.37,1.63,12.80
517429,Athena Global,54.42,,76.52,0.00,-36.11,45.20,3.40,17.65,-4.76
506605,Polychem,1910.00,4.68,76.40,1.05,-1.39,-261.11,11.94,12.75,56.44
PREMIUM,Premium Plast,40.00,11.12,76.39,0.00,2.94,-23.64,36.88,9.24,17.01
539767,Mega Nirman,29.78,218.23,76.38,0.00,0.26,,3.36,83.61,1.92
CALSOFT,California Soft.,21.78,5.22,76.31,0.00,4.19,2105.26,6.63,327.74,42.02
MAXPOSURE,Maxposure,33.50,8.04,76.18,0.00,4.38,25.86,42.55,32.10,15.27
TOKYOPLAST,Tokyo Plast Intl,80.15,120.86,76.14,0.00,0.04,-91.67,22.88,33.33,3.94
ASHALOG,Ashapura Logi.,55.90,8.40,75.78,0.00,2.55,-55.81,153.32,11.57,9.63
ACCURACY,Accuracy Shippi.,5.03,19.32,75.73,0.00,2.08,166.23,160.85,-31.99,6.98
ARABIAN,Arabian Petrol.,69.45,6.72,75.64,0.00,5.21,3.37,200.25,36.98,18.41
ATAM,Atam Valves,65.88,31.21,75.52,1.29,0.86,-59.62,13.10,-10.94,8.53
522027,EMA India,745.80,,75.33,0.00,-0.48,-118.18,0.00,,-43.40
VDEAL,Vdeal System,153.50,18.05,75.07,0.00,2.88,5.11,28.35,16.43,17.18
539522,Grovy India,56.28,20.23,75.06,0.18,1.90,72.73,27.50,233.33,10.16
539697,Hiliks Technolog,69.77,89.29,75.00,0.00,0.69,2200.00,15.94,677.56,5.39
519097,Ritesh Intl.,80.00,18.61,74.98,0.00,1.05,-47.03,48.75,29.59,17.88
532057,Abhinav Capital,108.20,28.93,74.92,0.00,0.74,23.33,1.10,0.00,4.21
UTKAL,Utkal Speciality,38.35,11.21,74.91,0.00,,,,,27.96
500458,Team24 Consumer,29.20,241.61,74.90,0.00,0.07,40.00,1.11,382.61,2.39
TOUCHWOOD,Touchwood Enter.,67.29,17.55,74.57,0.00,0.70,-50.00,27.94,12.03,13.39
526899,Himalaya Food,8.79,20.09,74.53,0.00,0.78,1460.00,9.95,2.79,1.96
ARISTO,Aristo Bio-Tech,109.25,10.36,74.38,0.46,3.01,714.29,107.26,3.18,19.54
LRRPL,Lead Reclaim,86.05,18.18,74.35,0.00,3.10,219.59,17.92,-18.25,21.28
539091,Consecutive Commodities,1.16,22.45,74.31,0.00,1.20,100.00,9.22,62.90,17.44
544452,Swastika Castal,91.00,22.65,74.29,0.00,1.96,0.00,18.81,9.62,19.61
532380,Baba Arts,14.13,114.12,74.18,0.00,0.10,-77.27,5.16,77.93,3.14
523842,Super Tannery,6.87,11.02,74.18,0.73,2.70,46.24,57.24,-17.04,8.23
537253,Sunil Healthcare,72.25,18.03,74.09,0.00,1.52,355.56,19.72,-6.98,6.52
K2INFRA,K2 Infragen,58.70,5.57,74.07,0.00,5.97,-17.66,94.39,-0.99,14.69
544108,Gabriel Pet,99.00,14.02,74.05,0.00,1.73,,128.20,,
VINEETLAB,Vineet Laborator,38.52,,73.98,0.00,0.85,114.89,15.65,-13.54,-27.95
LCCINFOTEC,LCC Infotech,4.38,,73.84,0.00,-0.28,-1500.00,0.00,-100.00,-1.88
513337,Guj. Toolroom,0.53,9.56,73.80,0.00,4.87,238.19,0.00,-100.00,1.96
531977,Chart.Logistics,5.79,,73.61,0.00,-3.64,-275.26,17.72,-2.21,2.19
512477,Betex India,490.00,13.03,73.50,0.00,0.76,197.33,26.96,20.20,18.56
RILINFRA,Rachana Infra.,39.50,7.25,73.49,0.00,9.46,148.95,90.33,40.22,17.11
544769,Harikanta Overseas,74.49,11.39,73.49,0.00,4.01,,28.77,,73.12
539527,Creative Casting,565.00,16.81,73.45,1.77,1.02,-2.86,11.43,7.53,14.33
532855,Haryana Capfin,140.70,7.51,73.29,0.00,5.36,1814.29,0.30,-33.33,3.71
535267,Comfort Fincap,7.47,9.78,73.25,1.34,1.07,38.96,4.00,3.36,10.19
519566,Simran Farms,151.90,14.44,73.06,0.00,2.83,187.85,248.70,4.39,10.86
532656,Facor Alloys,3.73,,72.94,0.00,-2.10,25.53,0.13,-23.53,-17.56
542627,Chandni Machines,103.61,43.15,72.92,0.00,1.85,4525.00,0.00,-100.00,21.40
DCCL,Dar Credit & Cap,51.00,7.19,72.81,1.96,3.07,60.73,14.49,41.78,13.39
ALCODIS,Alcokraft Dist.,71.00,8.11,72.78,0.00,4.83,70.07,77.21,31.00,11.30
544304,Jungle Camps,46.95,17.97,72.77,0.00,2.39,,8.84,,9.74
AISL,ANI Integrated,62.25,13.50,72.75,0.00,0.54,-81.57,64.74,8.64,8.23
ALKALI,Alkali Metals,71.11,67.05,72.41,1.41,-0.64,44.35,17.57,-14.75,8.69
530883,Super Crop Safe,13.93,36.19,72.38,0.00,-0.16,70.91,13.59,30.80,4.86
NAGREEKEXP,Nagreeka Exports,23.14,23.63,72.31,0.00,0.43,304.76,170.10,47.23,5.31
532053,Wallfort Fin.,74.58,,72.25,0.00,-12.47,24.06,-16.07,1.41,-2.20
522001,Cranex,90.00,29.95,72.18,0.00,1.18,22.92,21.91,18.69,10.36
514322,Kamadgiri Fash.,122.85,23.41,72.11,0.00,2.10,1150.00,44.53,4.73,8.09
539041,Ganesha Ecoverse,29.28,,72.01,0.00,0.91,63.92,0.36,-86.91,-22.31
517494,Accel,12.33,10.77,71.73,2.43,3.25,477.05,42.23,-8.73,7.02
VEEKAYEM,Veekayem Fash.,122.00,7.15,71.68,0.00,6.85,46.37,266.23,34.07,14.11
531529,Softrak Venture,1.59,447.94,71.67,0.31,-0.61,29.07,0.81,8000.00,0.57
540332,Tanvi Foods,55.86,33.33,71.66,0.00,1.69,745.00,54.27,31.76,5.60
544351,Malpani Pipes,66.35,7.92,71.51,0.00,5.15,4.89,93.47,12.30,20.34
517431,Narmada Macplast,19.73,42.55,71.48,0.05,0.45,4.65,3.74,51.42,26.46
526117,Shervani Indl Sy,277.80,,71.48,1.08,-0.83,-141.29,1.49,-76.79,1.35
531126,Kati patang Life,14.22,,71.36,0.00,-3.77,-123.49,2.28,21.28,-29.11
JYOTIGLOBL,Jyoti Global,36.00,10.06,71.35,0.00,3.52,14.01,51.60,8.06,19.51
543453,Alkosign,66.00,56.53,71.23,0.00,-5.15,-180.00,11.08,-25.89,4.71
539659,Vikram Kamats,39.12,254.29,71.20,0.77,1.79,1370.00,17.12,47.46,5.73
BRACEPORT,Brace Port,63.00,19.40,71.20,1.35,2.49,-19.94,32.94,-8.58,12.08
544464,Umiya Mobile,50.00,7.74,71.10,0.00,5.41,167.82,470.91,52.56,30.97
544425,AJC Jewel,116.98,8.85,70.99,0.00,1.96,,84.11,,22.28
ODIGMA,Odigma Consultan,22.64,,70.77,0.00,0.13,44.44,13.75,-9.48,-2.20
CURAA,Cura Tech.,71.37,,70.66,0.00,-1.48,-492.00,0.45,,-7.74
531398,Source Natural,109.75,20.78,70.65,0.00,1.24,96.83,21.03,30.86,17.59
ITTL,Innovative Tyres,70.65,,70.65,0.00,-0.17,97.60,47.28,73.25,0.65
GENSOL,Gensol Engineer.,18.35,0.69,70.55,0.00,17.86,32.52,344.51,56.42,14.33
512047,Royal India Corp,5.97,1.33,70.43,0.00,47.34,334.31,0.00,-100.00,49.30
ACCORD,Accord Synergy,202.35,52.83,70.26,0.00,0.18,162.07,17.68,22.78,9.24
540204,Eiko Lifescience,48.93,15.60,70.19,0.00,1.50,56.33,18.34,62.73,11.08
PRAKASHSTL,Prakash Steelage,4.01,83.55,70.18,0.00,0.04,-84.62,24.81,16.42,10.45
540590,Riddhi Corporate,58.99,7.82,70.00,0.83,1.67,-29.54,137.50,103.95,12.14
507960,Gujarat Hotels,184.50,12.23,69.93,1.63,1.47,5.00,0.95,17.28,14.07
SIDDHICOTS,Siddhi Cotspin,28.55,7.23,69.68,0.00,4.20,-39.48,258.45,19.35,10.64
AJOONI,Ajooni Biotech,4.03,16.07,69.41,0.00,0.95,-38.31,60.62,107.11,6.49
523019,B N Rathi Sec.,16.58,7.33,69.22,3.02,2.62,592.11,14.85,77.42,18.94
DIGIDRIVE,Digidrive Dist.,17.95,11.77,69.22,0.00,-1.99,-131.69,9.68,-7.28,3.06
512297,Shantai Indust.,92.28,,69.21,0.00,-0.41,-612.50,1.56,-78.42,-15.13
TRUST,Trust Fintech,29.00,8.41,69.09,1.72,3.93,-5.30,21.50,47.56,10.21
RKEC,RKEC Projects,26.73,7.28,69.02,0.00,1.71,-73.07,32.65,-72.56,14.11
INTEGRITY,Integrity Infra.,160.00,9.97,68.80,0.00,4.50,240.91,108.89,73.14,35.61
524663,Bharat Immunolog,15.86,,68.48,0.00,-4.92,-59.74,0.00,-100.00,-9.27
531663,Yuvraaj Hygiene,7.55,20.68,68.45,0.00,0.88,-40.94,12.18,33.85,29.67
526488,Bhudevi Infra,149.00,569.83,68.38,0.00,1.55,381.82,2.88,388.14,1.12
513005,Chrome Silicon,41.50,,68.04,0.00,-2.56,96.58,0.00,-100.00,-17.41
544349,H.M. Electro,49.61,6.97,67.96,0.00,7.38,47.01,98.43,29.05,18.33
PIONEEREMB,Pion. Embroider.,22.05,,67.95,0.00,4.17,199.28,86.03,-3.08,2.24
526365,SwarnsaritaJewel,32.54,5.60,67.94,0.00,-6.78,-70.78,236.65,49.90,10.65
531278,Elixir Capital,116.75,22.40,67.86,1.07,-7.34,9.98,-1.10,-389.47,6.61
507474,Kothari Ferment.,45.23,,67.85,0.00,1.27,20.95,32.47,0.90,0.24
535719,Ampvolts,26.37,43.74,67.80,0.00,0.13,-89.17,11.28,1112.90,5.62
533289,Kesar Terminals,62.00,54.63,67.74,2.82,2.26,91.53,9.48,9.09,7.77
526409,KKalpana Inds.,7.20,85.73,67.73,0.00,0.03,-91.18,9.80,-0.31,2.03
UMAEXPORTS,Uma Exports,20.03,80.62,67.72,0.00,0.37,106.93,263.93,-42.48,9.25
515085,Restile Ceramics,6.89,,67.71,0.00,-0.16,-45.45,1.67,122.67,-1.04
544388,Identixweb,64.50,12.59,67.35,0.00,2.51,60.47,7.26,65.75,26.63
544834,Gulf Lloyds (India),,15.65,67.29,,,,,,
DAMODARIND,Damodar Indust.,28.84,19.15,67.20,0.00,0.92,-71.34,111.50,30.95,7.06
ONYX,Onyx Biotec,37.05,,67.18,0.00,0.69,-64.97,34.88,9.69,1.14
543244,Shine Fashions,25.00,7.11,67.16,0.06,-2.26,29.76,58.16,22.86,30.03
531861,Joindre Capital,48.53,11.52,67.15,4.12,8.28,-20.48,9.91,1.43,12.39
531591,BAMPSL Sec.,19.72,167.80,67.12,0.00,-1.27,-509.68,6.56,25.91,1.54
BONLON,Bonlon Industrie,40.92,22.05,67.04,0.00,0.99,130.23,100.64,-31.11,5.76
539198,Capfin India,147.25,,66.97,0.00,-0.27,18.18,0.06,0.00,-9.32
PARAMATRIX,Paramatrix Tech.,58.00,25.57,66.75,0.00,-0.38,-109.68,14.77,0.14,4.18
