symbol,name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Div Yld %,NP Qtr Rs.Cr.,Qtr Profit Var %,Sales Qtr Rs.Cr.,Qtr Sales Var %,ROCE %
544807,Crazy Snacks,53.01,20.05,126.89,0.00,1.28,,25.99,,16.20
544770,Yaashvi Jewellers,72.00,6.94,126.87,0.00,3.54,,62.65,,45.55
GENXAI,GenXAI Analytics,70.70,9.31,126.86,0.00,7.95,16.55,46.03,151.12,59.33
500319,Indian Sucrose,72.97,2.93,126.80,0.00,26.09,6.36,308.22,-1.36,17.48
BTML,Bodhi Tree,6.96,19.82,126.46,0.00,2.09,-15.77,34.96,-13.06,16.54
MUKTAARTS,Mukta Arts,55.89,,126.23,0.00,-0.70,124.32,45.39,19.10,11.17
512437,Apollo Finvest,338.00,22.02,126.16,0.00,1.07,2.88,5.79,-27.81,11.57
PROFX,Pro FX,72.00,8.31,126.03,0.00,6.12,253.76,49.70,4.26,31.88
512493,Garnet Intl.,64.13,26.51,125.92,0.00,0.54,42.11,0.42,-76.27,11.24
524202,Lactose (India),100.00,20.77,125.89,0.00,1.88,193.75,45.77,64.82,11.29
TEXMOPIPES,Texmo Pipes,43.04,8.94,125.66,0.00,1.82,-73.74,97.44,-1.17,9.19
539661,Ace Men,97.21,784.62,125.54,0.00,0.12,,8.51,,
MITCON,Mitcon Consult.,72.02,15.51,125.45,0.00,5.64,179.29,45.23,18.62,8.83
ESPRIT,Esprit Stones,57.00,,125.09,0.00,-1.16,-113.47,73.34,-54.33,-0.25
VIJAYPD,Vijaypd Ceutical,63.95,24.63,124.89,0.00,2.64,50.57,47.62,-4.59,11.59
SONAL,Sonal Mercantile,84.69,4.86,124.82,0.00,7.03,-25.45,13.37,56.19,6.09
532230,Bengal Tea & Fab,138.50,27.78,124.73,1.08,-11.40,-95.54,3.65,-3.69,4.76
509026,VJTF Eduservices,70.85,,124.70,0.00,-2.85,6.56,-0.74,77.91,-1.07
526861,Rishi Laser,124.70,30.53,124.58,0.00,-0.26,-106.56,40.76,7.92,9.59
JEYYAM,Jeyyam Global,26.20,9.06,124.44,0.00,2.82,-77.51,270.55,-30.09,10.84
ISFT,Intrasoft Tech.,76.24,9.36,124.36,0.00,3.15,34.04,136.05,4.62,6.29
530077,Puretrop Fruits,154.70,16.98,123.29,0.00,3.74,139.44,40.67,49.25,8.02
524502,Raaj Medisafe,75.01,68.07,123.20,0.00,-3.23,-192.82,25.08,2.79,11.92
523054,Binayaka Tex Pr,1729.90,31.49,122.82,0.00,-0.95,-121.47,62.61,7.52,8.10
MAHAPEXLTD,Maha Rashtra Apx,43.53,,122.68,0.00,-4.96,-135.99,0.06,-80.00,-1.47
534060,PMC Fincorp,1.72,19.92,122.48,0.58,-0.41,-148.24,3.78,14.55,6.07
MDL,Marvel Decor,69.00,27.69,122.41,0.00,2.28,43.21,31.51,-2.14,7.86
531862,Bharat Agri Fert,23.15,,122.36,0.00,1.23,-71.19,6.20,-12.18,1.50
544708,Yashhtej Industries,52.99,9.76,122.30,0.00,5.28,19.19,78.23,-52.55,15.05
535566,KIFS Financial,113.00,15.30,122.27,1.33,1.87,-40.63,11.98,81.52,8.18
544667,Dachepalli Pub.,81.60,7.30,122.20,0.00,6.31,42.12,45.18,159.36,23.84
521097,Amarjothi Spg.,180.80,12.82,122.04,1.22,5.55,14.67,94.48,66.28,8.64
530621,Akar Auto Indust,112.90,102.35,121.80,0.53,-0.49,-140.32,79.29,-15.61,12.41
ALUWIND,Aluwind Infra,49.00,11.57,121.75,0.00,5.45,-7.00,73.12,14.66,17.63
539335,Callista Indus.,160.85,,121.39,0.00,0.56,191.80,0.00,,0.00
MEGAFLEX,Mega Flex Plast.,100.00,16.69,121.31,0.00,5.62,74.53,48.70,13.18,16.23
NAVKARURB,Navkar Urban.,1.08,41.22,121.19,0.46,-0.13,95.09,14.41,314.08,2.72
538565,Vistar Amar,210.25,12.95,121.10,0.00,2.25,293.97,53.93,1486.18,25.53
534920,iSERA Lifesciences,143.90,465.42,121.01,0.00,0.55,139.13,1.16,,5.95
500028,ATV Projects,22.75,16.88,120.84,0.00,2.06,-19.84,20.10,13.05,2.87
MANILAM,Manilam Industries,55.30,58.65,120.82,0.00,-1.15,,44.02,,8.48
AESTHETIK,Aesthetik Engi.,70.00,16.91,120.54,0.00,3.62,-26.72,80.50,99.11,17.64
USK,Udayshivakumar,21.75,72.53,120.40,0.00,13.35,313.60,48.05,-57.29,3.72
DBSTOCKBRO,DB Intl.Stock,34.38,38.69,120.33,0.00,0.23,-82.84,6.08,-21.85,7.28
SHYAMDHANI,Shyam Dhani Ind.,58.25,14.09,120.32,0.00,4.34,12.73,81.99,25.81,16.98
PREMCO,Premco Global,363.90,17.76,120.26,1.65,-1.05,-137.63,21.41,-24.45,8.99
XELPMOC,Xelpmoc Design,81.19,,120.16,0.00,-1.78,-5.33,1.08,52.11,-10.56
531234,Scoobee Garments,71.00,,120.13,0.00,-1.52,-202.01,5.95,-72.58,-6.12
544627,Purple Wave Info,129.80,8.94,120.01,0.00,6.60,45.05,68.43,-1.30,36.40
530317,Godavari Drugs,118.40,31.56,119.91,0.00,1.29,35.96,33.16,30.04,6.69
505893,Hindustan Hardy,797.55,14.28,119.63,0.35,1.88,-28.79,29.62,18.01,27.78
AARNAV,Aarnav Fashions,28.32,12.79,119.62,0.00,3.23,229.59,132.70,45.11,7.63
WEIZMANIND,Weizmann,77.19,19.74,119.60,0.65,0.36,104.15,32.36,-10.73,14.27
531237,Dhruva Cap.Serv.,165.85,46.40,119.25,0.00,-0.81,-54.55,0.86,75.51,12.97
ENSER,Enser,13.65,13.37,118.97,0.00,4.80,44.97,50.03,59.84,24.08
GSLSU,Global Surfaces,28.01,,118.71,0.00,-23.38,-112.57,45.39,-21.02,-1.62
530055,Harmony Capital,97.84,70.21,118.65,0.00,1.38,13900.00,4.41,,32.18
REPL,Rudrabhish. Ent.,65.43,,118.58,0.00,-13.38,-872.83,20.88,-43.08,-4.66
DOLLEX,Dollex Agrotech,29.65,14.07,118.45,0.00,4.64,2629.41,108.59,-8.49,5.52
AVROIND,Avro India,8.82,28.11,118.34,0.00,0.86,36.51,24.03,23.29,6.67
538732,Vibrant Glo. Cap,51.64,7.08,118.29,1.26,7.52,186.40,45.09,-45.05,10.91
STRIDERS,Striders Impex,63.25,20.99,117.75,0.00,4.16,-0.48,49.16,35.91,16.78
BCPL,BCPL Railway,70.39,18.28,117.72,1.42,2.66,-53.33,57.92,-25.47,9.30
544554,KVS Castings,62.69,16.68,117.56,0.00,3.36,-15.79,27.49,2.04,15.79
513418,Smiths & Founder,11.51,170.14,117.40,0.00,0.26,0.00,3.22,-0.31,4.86
LATTEYS,Latteys Industri,20.40,32.40,117.29,0.00,1.38,181.63,38.91,59.21,16.32
544643,Prodocs Solution,166.05,12.38,117.07,0.00,6.63,,30.81,,
SAMBHAAV,Sambhaav Media,6.11,486.54,116.77,0.00,0.56,14200.00,12.51,14.98,2.26
506530,Kemp & Co.,1081.00,,116.75,0.00,-1.01,-172.97,0.83,9.21,-1.46
544553,M P K Steels,114.65,19.26,116.72,0.00,4.40,55.48,166.27,68.29,18.96
520075,Samkrg Pistons,118.85,11.97,116.71,0.42,2.45,1389.47,83.97,25.78,10.11
LAMBODHARA,Lambodhara Text.,112.27,10.59,116.51,0.45,3.13,1322.73,57.23,5.26,12.31
540809,MRC Agrotech,37.18,88.24,116.48,0.00,1.02,73.68,68.35,220.59,3.83
514272,Bhilwara Spinner,128.55,13.45,116.38,0.00,1.91,189.25,33.84,1167.42,5.85
GANGESSECU,Ganges Securitie,116.24,43.23,116.28,0.00,-2.71,26.95,3.00,50.00,0.76
531673,Anka India,22.55,,116.23,0.00,-0.51,-2450.00,2.65,-50.74,0.42
544747,Emiac Technologies,94.70,32.03,115.94,0.00,-0.93,,18.19,,99.84
532262,TCI Industries,1288.00,236.57,115.92,0.00,0.30,134.88,1.77,60.91,4.33
URBAN,Urban Enviro,133.75,7.78,115.83,0.00,5.79,120.15,95.48,38.16,33.15
PIONRINV,Pioneer Invest,94.14,7.28,115.76,0.00,1.69,-40.49,3.90,-60.65,10.95
544506,Sharvaya Metals,115.10,9.89,115.45,0.00,2.28,-71.92,139.86,96.43,28.47
PAR,Par Drugs & Che.,93.79,8.80,115.41,0.00,0.85,-48.48,19.61,-12.18,16.53
AAATECH,AAA Technologies,89.66,55.83,115.01,1.67,-0.35,-135.00,3.38,-68.02,8.93
READYMIX,Readymix Cons.,104.95,15.38,115.01,0.00,6.71,-39.77,62.96,13.18,15.99
SOMICONVEY,Somi Conv.Belt.,97.31,22.79,114.63,0.00,0.59,-34.44,17.29,-28.82,9.46
544671,Apollo Techno,83.70,10.37,114.58,0.00,6.84,-15.74,61.99,24.23,19.27
540455,Escorp Asset Mgt,102.90,38.39,114.39,0.00,0.12,-93.30,0.46,-77.56,5.36
539528,Aayush Wellness,23.45,28.39,114.14,0.11,0.62,-43.64,48.40,116.55,36.06
543991,Techknowgreen,154.45,11.71,114.03,0.00,6.77,75.39,24.24,24.76,28.10
544106,Mayank Cattle Fo,211.00,18.93,113.94,0.00,3.49,18.31,217.78,2.91,15.85
544810,Sampark India,92.83,10.81,113.80,0.00,6.57,83.52,127.29,35.50,23.08
VLEGOV,VL E-Governance,10.49,,113.77,0.00,-0.59,41.00,1.19,-76.06,-2.46
511260,Iconik Sports,33.55,26.16,113.54,0.00,1.14,-64.04,18.35,44.37,10.46
506579,AG Ventures,113.55,22.83,113.44,0.00,0.56,-103.41,25.22,-9.38,2.31
544675,Gabion Technol.,83.50,14.03,113.35,0.00,5.52,60.00,73.29,37.17,19.85
SHYAMCENT,Shyam Century,5.34,,113.30,0.00,0.20,104.57,0.14,-99.37,-7.40
540252,Viram Suvarn,9.98,14.94,113.23,0.50,1.39,43.30,5.32,-18.78,22.33
VISHWARAJ,Vishwaraj Sugar,5.19,,113.05,0.00,10.93,430.58,111.03,-33.39,-3.28
TBI,TBI Corn,62.25,6.16,113.04,0.00,8.11,32.52,166.64,41.68,18.26
ANIKINDS,Anik Industries,40.70,,112.94,0.00,-2.19,-609.30,8.04,-83.50,0.30
GTL,GTL,7.17,,112.78,0.00,609.05,-104.17,58.25,-16.67,
532806,AI Champ.Inds.,36.66,63.34,112.74,0.00,21.94,223.12,69.06,114.47,9.19
THACKER,Thacker & Co.,1036.10,5.87,112.70,0.00,4.38,-24.09,1.26,-33.33,2.30
516003,Duroply Indust.,103.80,36.80,112.61,0.00,-2.45,-267.57,111.59,4.93,7.81
KCK,KCK Industries,17.70,268.05,112.58,0.00,0.40,-21.57,21.37,3.24,1.83
543229,Samrat Forgings,225.00,25.63,112.50,0.00,1.04,42.47,50.82,-1.44,10.58
STEELCITY,Steel City Sec.,74.36,7.86,112.34,5.38,3.36,14.68,16.57,20.42,14.46
JAYESH,Jayesh Logistics,129.00,11.12,112.12,0.00,5.31,-18.06,69.97,4.32,21.78
VITAL,Vital Chemtech,46.80,108.83,112.09,0.00,0.84,-28.21,35.14,0.20,3.44
KREBSBIO,Krebs Biochem,51.90,,111.90,0.00,-2.34,71.70,6.81,11.64,-15.37
532056,Trustedgecapital,121.25,203.44,111.89,0.00,0.64,320.69,2.24,729.63,0.91
SRIVASAVI,Srivasavi Adhes.,78.30,20.14,110.98,0.00,2.92,17.27,54.87,9.74,14.63
530427,Choksi Asia,194.55,20.81,110.91,0.00,0.75,5.63,11.86,-2.39,18.49
540788,Aspira Pathlab,107.65,2216.00,110.80,0.00,-0.69,-195.83,6.52,12.80,2.84
HOLMARC,Holmarc Opto,110.00,27.10,110.55,0.36,3.83,56.00,26.04,29.17,18.12
500058,Bihar Sponge,12.25,9.76,110.50,0.00,1.25,-62.80,16.92,-82.82,39.01
OBCL,OBCL,52.39,,110.45,0.00,-4.43,-288.60,93.71,19.57,-2.08
CUBEXTUB,Cubex Tubings,76.99,14.80,110.24,0.00,1.37,-40.43,89.40,6.14,11.49
SHRIKRISH,Shri Krishna,39.32,24.14,110.10,0.00,1.14,-54.22,6.16,-40.54,6.70
544498,Oval Projects,53.00,8.02,110.08,0.00,7.67,,91.13,,19.91
524640,Archit Organosys,53.58,13.69,109.95,0.93,2.02,0.00,36.50,-15.47,13.41
GVPTECH,GVP Infotech,6.75,,109.93,2.22,-2.02,4.27,0.43,-71.71,-70.43
531918,Hind.Appliances,109.50,,109.78,0.00,-0.14,-800.00,0.00,,-0.22
GREENCHEF,Greenchef Appli.,47.10,,109.61,0.00,-4.24,-471.93,207.45,2.65,-1.94
530185,Surat Trade,4.92,9.95,109.26,0.00,-0.44,89.00,45.99,519.81,6.32
KKJEWELS,Kabra Jewels,104.05,4.40,109.10,0.00,6.56,126.99,98.40,26.38,20.43
BEARDSELL,Beardsell,27.64,9.54,109.00,0.36,4.38,134.22,71.78,-4.83,16.72
542721,Anand Rayons,50.75,15.03,108.96,0.00,2.55,13.33,118.10,37.57,10.41
HILTON,Hilton Met.Forg.,21.14,31.54,108.80,0.00,0.14,-96.91,50.84,13.05,5.64
CANARYS,Canarys Automa.,18.50,7.84,108.68,0.00,5.74,89.46,96.94,88.23,22.55
SMARTEN,Smarten Power,57.20,12.35,108.68,0.00,2.92,-56.93,127.40,36.18,17.79
MOBILISE,Mobilise App,114.00,19.40,108.44,0.00,1.31,-23.39,5.20,-4.06,39.37
517236,Calcom Vision,77.50,68.60,108.39,0.00,-0.25,-107.55,68.04,12.91,6.61
531911,Galaxy Agrico,68.18,,108.34,0.00,-1.17,-5400.00,0.00,-100.00,-3.50
544514,Jay Ambe Super.,122.00,22.25,108.34,0.00,3.36,127.03,40.93,40.51,24.49
SURYALAXMI,Suryalak. Cott.,57.51,36.66,108.15,0.00,0.83,-61.24,240.51,-2.38,6.36
519471,Ambar Protein,188.00,15.38,108.10,0.00,2.46,-0.81,146.80,14.86,17.78
ZENITHEXPO,Zenith Exports,200.17,47.20,108.09,0.00,-0.12,74.47,13.10,-37.29,4.47
NORBTEAEXP,Norben Tea,69.40,,107.88,0.00,-0.79,23.30,1.43,32.41,2.96
524572,Pharmaids Pharma,30.59,,107.88,0.00,-1.09,56.88,7.18,50.52,-18.52
CLASSICEIL,Classic Electrod,60.00,8.50,107.79,0.00,6.20,12.93,120.81,20.51,19.34
PARTYCRUS,Party Cruisers,90.00,8.72,107.47,0.00,2.82,33.02,33.33,11.58,39.65
544710,Accord Transformer,52.21,23.87,107.41,0.00,3.25,-40.37,42.35,-26.39,14.50
531813,Ganga Papers,99.50,67.09,107.35,0.00,0.76,24.59,76.12,18.62,7.51
RSDFIN,RSD Finance,82.81,8.34,107.21,0.00,-3.30,-783.72,5.58,-84.80,8.02
KCEIL,Kay Cee,87.60,5.70,107.08,0.00,9.61,-20.32,80.98,-29.47,22.30
531888,Rexnord Electr.,80.70,19.63,107.01,0.00,4.77,256.62,33.92,7.55,8.34
LOVABLE,Lovable Lingerie,71.96,13.33,106.50,0.00,2.93,23.75,6.28,-21.89,0.57
530045,Titan Securities,42.48,8.53,106.28,0.00,2.79,97.87,2.81,5.64,1.14
MOTOGENFIN,Motor & Gen Fin,27.44,,106.27,0.00,145.48,-15800.00,1.74,0.00,-0.02
JETFREIGHT,Jet Freight,22.88,15.61,106.17,0.00,3.08,1711.76,128.01,12.87,28.51
543805,Resgen,50.60,10.40,106.13,0.00,6.16,48.79,33.20,-15.89,18.80
522165,Indsil Hydro,38.12,7.06,105.94,1.31,1.09,104.29,37.79,17.73,7.97
532373,WEP Solutions,28.73,51.36,105.81,1.74,1.19,32.22,17.68,-2.54,6.06
LANDSMILL,Landsmill Green,0.75,112.55,105.80,0.00,0.29,115.18,0.00,-100.00,0.59
505693,La Tim Metal & I,8.09,13.43,105.68,0.00,2.42,143.21,123.45,76.53,14.73
530601,Jagsonpal Services,58.00,,105.59,0.00,-1.20,-57.89,0.00,,-35.47
COMPUSOFT,Compucom Soft.,13.33,148.55,105.47,1.50,1.09,-434.12,7.93,-17.48,1.85
BIOPOL,Biopol Chemicals,97.45,11.74,105.30,0.00,6.04,101.33,49.49,46.20,34.12
539219,Mauria Udyog,7.89,4.39,105.09,0.00,2.17,-9.58,70.54,-27.29,21.77
SOTAC,Sotac Pharma.,95.10,18.21,105.09,0.11,3.32,-45.66,60.06,27.41,12.55
HINDCON,Hindcon Chemical,20.51,32.50,104.99,0.00,0.76,50.91,20.60,33.42,7.85
530315,Hind.Tin Works,100.60,12.59,104.62,0.80,1.42,-58.72,96.45,-4.46,7.27
GROBTEA,Grob Tea Co,899.80,17.01,104.59,0.33,-19.01,3.13,9.76,-39.53,7.35
CLSL,Crop Life Scienc,61.00,15.04,104.55,0.00,3.76,22.96,86.90,-7.81,11.56
531119,Ceenik Exports,260.00,,104.52,4.81,-4.89,-44.25,0.00,,-18.75
MOXSH,Moxsh Overseas,111.00,48.20,104.11,0.00,4.19,3909.09,9.39,137.12,23.68
NEPHROCARE,Nephro Care,62.95,30.80,103.78,0.00,1.00,,26.75,,8.70
PRLIND,Premier Roadline,45.30,7.57,103.57,0.00,6.04,-39.20,189.79,8.16,14.83
523537,APM Industries,47.89,,103.50,0.00,-3.52,-610.45,63.14,11.42,1.08
543262,MRP Agro,90.00,25.75,103.50,0.00,0.63,-72.12,13.74,-41.16,13.69
544073,Manoj Ceramic,74.95,8.73,103.48,0.00,6.33,-5.38,119.99,22.14,12.94
531994,Auto Pins (I),180.95,382.48,103.27,0.00,0.03,-78.57,10.65,-21.05,6.77
KHFM,KHFM Hospitality,44.70,32.84,103.13,0.00,1.03,-33.55,46.82,-1.93,8.20
RTL,Rama Telecom,78.00,35.38,102.95,0.00,0.48,-86.70,27.75,18.69,11.91
531923,Dhampur.Spl.Sug.,117.65,18.15,102.72,0.00,0.59,148.28,17.31,33.77,19.67
SIL,Standard Inds.,15.89,,102.22,5.03,-7.21,-62.02,9.72,9.95,-12.79
531959,Newtime Infra.,1.94,,101.82,0.00,-3.62,-1267.74,0.95,0.00,-2.58
AARADHYA,Aaradhya Dis.,72.00,16.77,101.79,0.00,6.21,68.75,60.27,22.48,16.90
VIGOR,Vigor Plast,98.00,10.37,101.45,0.00,2.30,39.39,17.49,53.96,35.21
SYLVANPLY,Sylvan Plyboard,52.35,14.11,101.43,0.00,3.41,-2.85,132.43,-1.63,9.87
543799,S. V. J. Enterp.,181.90,138.82,101.34,0.00,0.62,244.44,4.03,80.72,6.28
VAISHALI,Vaishali Pharma,7.76,24.34,101.24,0.00,0.41,,26.93,,
539401,Patdiam Jeweller,234.00,8.49,101.02,0.00,2.71,-0.37,67.68,-2.08,23.68
544391,Retaggio Indust.,51.00,11.29,101.02,0.00,4.68,427.27,51.44,348.87,20.83
AAKAAR,Aakaar Medical,71.20,15.20,100.91,0.00,7.42,33.21,41.64,22.90,18.46
538926,Naturite Agro,190.35,,100.81,0.00,-1.67,-149.25,8.05,65.98,2.08
544503,Rachit Prints,204.00,21.99,100.70,0.00,2.10,-9.87,27.04,28.33,20.79
511700,Std. Capital Mkt,0.41,1.25,100.64,0.00,77.04,6.90,175.26,236.59,16.80
504080,JSL Industries,857.00,30.58,100.60,0.00,1.19,726.32,17.29,28.07,9.93
544381,Super Iron,42.99,6.04,100.57,0.00,16.31,338.44,179.89,36.17,8.97
522251,Cenlub Industrie,215.65,12.68,100.56,0.00,3.37,27.65,23.09,11.65,13.57
ARTNIRMAN,Art Nirman Ltd,40.19,192.88,100.30,0.00,0.09,-88.31,22.48,152.02,5.85
538964,Mercury Labs,835.00,19.57,100.20,0.42,1.23,10.81,20.44,-1.06,12.06
526211,Suraj Industries,54.00,,100.04,0.00,-0.27,84.80,15.29,233.12,1.25
SEMAC,Semac Construct,319.90,13.91,99.72,0.00,4.53,392.71,74.87,2.14,10.00
DTL,Diensten Tech,120.65,,99.66,0.00,-1.75,,111.44,,
514030,Deepak Spinners,138.35,27.63,99.46,0.00,2.47,480.00,120.76,-0.61,2.89
RAJSREESUG,Rajshree Sugars,29.97,,99.31,0.00,-23.33,-64.99,153.23,8.73,2.82
BANKA,Banka Bioloo,90.77,160.25,99.23,0.00,1.60,215.82,17.67,19.07,4.98
531540,Maruti Infra.,10.57,83.27,99.09,0.00,0.42,-76.67,14.30,-36.56,6.88
SPCON,Srinibas Pradhan,126.00,12.06,99.05,0.00,4.10,32.26,44.63,-17.76,28.57
526638,Texel Industries,70.27,21.96,99.02,0.00,-1.63,-146.57,23.64,-37.94,10.42
524687,Basant Agro Tech,10.92,14.12,98.97,0.46,2.21,92.17,162.86,22.89,7.03
BAGFILMS,BAG Films,4.54,26.45,98.93,0.00,2.34,-70.28,42.93,2.48,5.55
LOYALTEX,Loyal Textile,205.05,,98.83,0.00,-24.12,72.05,81.84,-41.53,-4.10
530881,Arunjyoti Bio,5.30,,98.78,0.00,0.61,-70.24,8.20,-5.86,-0.42
544751,Mehul Telecom,93.99,9.86,98.23,0.00,5.19,83.39,106.34,64.46,57.22
509051,Indian Infotech,0.58,71.00,97.98,0.00,-3.26,41.47,35.92,773.97,0.65
530449,Rungta Irrigatn.,49.15,17.84,97.92,0.00,2.34,283.61,52.67,-18.33,7.62
521005,Titan Intech,1.04,17.54,97.89,0.00,0.51,-1.92,9.19,59.00,5.87
DUCON,Ducon Tech,3.01,8.91,97.80,0.00,1.85,-48.75,100.86,-15.49,9.33
523120,Thrive Future Habitats,86.38,,97.78,0.00,-0.68,-261.11,0.47,-28.79,-3.66
CHETANA,Chetana Educa.,47.80,7.05,97.51,0.00,4.05,27.91,50.71,14.29,18.84
EMKAYTOOLS,Emkay Taps & Cut,91.35,12.02,97.48,0.00,5.78,170.15,0.46,-98.88,3.48
MGSL,Matrix Geo Sol.,66.85,9.69,97.48,0.00,6.05,116.07,26.04,96.97,30.04
DRONE,Drone Destinatio,39.90,83.21,97.36,0.00,-0.34,95.66,20.22,82.82,6.16
541347,Parvati Sweetner,6.52,,97.24,0.00,-2.48,-234.78,15.06,31.99,-9.97
KONSTELEC,Konstelec Engg.,64.35,13.33,97.17,0.00,5.75,452.88,105.57,-3.38,11.01
532160,Guj. State Fin.,10.90,,97.13,0.00,-32.38,-1.83,4.08,1532.00,
DCG,DCG Cables,53.45,11.20,97.01,0.00,2.80,-15.41,90.66,33.36,13.45
537536,Denis Chem Lab,69.79,11.52,96.85,2.15,0.40,-43.66,46.75,12.98,14.01
514302,Vippy Spinpro,164.95,8.08,96.83,0.00,3.38,32.55,88.69,26.63,11.87
523186,B & A Packaging,195.00,13.64,96.72,0.51,1.06,-20.90,33.20,14.05,11.04
LAKSHYA,Lakshya Powertec,95.75,9.52,96.55,0.00,3.28,-61.00,91.23,-2.32,13.48
GLOBE,Globe Enterprises,2.14,8.79,96.39,0.00,1.27,2016.67,178.10,36.98,10.86
BHANDARI,Bhandari Hosiery,2.89,12.38,96.22,0.69,1.89,-28.68,90.05,0.92,7.74
PATINTLOG,Patel Integrated,13.82,10.02,96.17,2.17,2.99,60.75,96.63,11.54,8.06
544680,Narmadesh Brass,309.75,27.06,96.05,0.00,-0.76,,61.95,,10.67
RELCHEMQ,Rel. Chemotex,127.29,18.25,96.02,0.39,1.75,-4.89,88.18,7.27,7.34
VR,V R Infraspace,108.00,24.46,95.90,0.00,4.27,151.82,55.67,200.76,19.20
531802,Prerna Infra.,26.52,29.57,95.81,0.00,1.39,1350.00,0.14,-96.78,3.84
509472,Cravatex,370.85,14.24,95.68,3.51,1.60,11.11,39.51,-34.72,7.82
538564,James Warren Tea,258.15,7.69,95.52,0.00,-21.27,-75.21,3.24,-60.25,6.93
541702,Ashnisha Indus.,3.60,381.80,95.45,0.00,0.01,-90.00,5.51,429.81,0.25
539175,Starbeam Ventures,1.46,40.61,95.43,0.00,-1.72,-171.12,0.00,-100.00,7.53
AMDIND,AMD Industries,49.68,,95.22,0.00,1.30,3150.00,98.63,20.00,1.43
RHFL,Reliance Home,1.96,,95.07,0.00,-0.69,89.78,0.00,-100.00,-432.21
511200,Munoth Capital,103.70,,95.05,0.00,-0.29,-422.22,0.11,83.33,-3.08
512277,Autoriders Intl.,272.45,10.49,94.84,0.06,2.51,-21.81,28.58,14.73,17.66
523696,Fortis Malar,50.53,22.87,94.70,0.00,-0.05,-113.89,0.00,,14.65
MOKSH,Moksh Ornaments,10.72,9.60,94.60,0.00,1.85,42.31,261.38,56.21,11.43
544552,Rukmani Devi Gar,106.45,10.64,94.49,0.00,4.26,,158.42,,18.51
530723,Asit C Mehta Fin,114.50,,94.42,0.00,1.15,-44.86,14.73,-50.12,5.79
RNPL,Renol Polychem,78.00,11.43,94.26,0.00,5.87,109.64,49.92,49.28,14.50
VELS,Vels Film,73.00,,94.23,0.00,-20.14,-12.07,31.38,486.54,-12.43
512379,Cressanda Railwa,2.27,,94.18,0.00,-4.44,-387.91,0.29,-94.18,0.29
KAKATCEM,Kakatiya Cement,121.00,,94.06,2.48,-4.44,43.58,14.83,-25.29,-7.54
AKSHOPTFBR,Aksh Optifibre,5.77,,93.88,0.00,2.24,70.57,40.83,23.80,-6.63
530341,Mukesh Babu Fin.,134.65,17.69,93.86,0.89,-0.95,17.73,1.57,245.37,3.33
SELMC,SEL Mfg. Co,28.24,,93.57,0.00,-41.86,-1.28,2.32,-18.31,-13.90
MAITREYA,Maitreya Medica.,138.00,,93.51,0.00,-2.43,-1720.00,21.15,-5.16,-2.18
INVENTURE,Inventure Grow.,0.89,26.78,93.45,0.00,-5.34,-163.72,10.61,-39.68,2.22
GOYALALUM,Goyal Aluminiums,6.54,30.31,93.35,0.00,2.02,1162.50,28.51,80.90,10.14
526727,Garnet Construct,67.12,2.36,93.30,0.00,4.72,216.78,10.40,1486.67,41.03
542910,Valencia Nutrit.,47.00,85.55,93.25,0.00,0.43,-81.22,4.19,-39.54,2.56
544495,NIS Management,47.00,3.82,93.06,0.00,-14.04,115.97,116.59,13.19,12.05
EXCELLENT,Excellent Wires,208.00,61.58,92.98,0.00,1.06,37.66,12.72,8.72,9.68
513709,Shilp Gravures,151.05,10.52,92.90,1.39,0.19,56.25,23.96,3.14,11.19
RAJMET,Rajnandini Metal,3.36,,92.90,0.00,1.13,197.37,56.45,-72.93,3.85
507968,Jolly Plastic,38.10,9289.00,92.89,0.00,-0.27,-222.73,0.07,133.33,0.15
543860,J A Finance,87.00,171.56,92.64,0.00,0.17,121.52,0.69,64.29,7.80
514360,K&R Rail Engine.,24.30,,92.61,0.00,-0.85,-113.34,11.78,-92.24,8.29
PARAGON,Paragon Fine,47.30,10.23,92.55,0.00,7.06,67.70,68.88,7.41,12.79
PURVFLEXI,Purv Flexi,44.10,20.80,92.53,0.00,-1.58,-92.61,323.39,46.03,8.10
IDEALTECHO,Ideal Technopl.,185.00,33.27,92.50,0.00,0.98,-46.15,17.32,21.29,12.16
519299,Prime Industries,44.00,10.99,92.41,0.00,3.03,380.00,27.62,,26.87
542911,Assam Entrade,641.45,46.88,92.36,0.00,-0.91,-154.17,2.07,3.50,5.13
538965,Concord Drugs,70.00,88.68,92.23,0.00,0.52,5100.00,35.55,346.61,5.24
500322,Panyam Cement,114.88,,92.15,0.00,-20.20,-14.21,20.77,-0.95,-30.06
FORGEAUTO,Forge Auto,84.30,7.47,92.06,0.00,6.32,,136.33,,
530689,Lykis,47.50,14.18,92.03,0.00,1.95,382.61,145.40,136.65,11.54
512018,Tomorrow Tech.,8.01,,91.96,0.00,-0.80,23.08,0.01,-66.67,-3.39
531609,KG Petrochem,176.00,20.65,91.89,0.00,2.48,235.14,81.11,-34.87,4.37
OSWALSEEDS,Shreeoswal Seeds,10.03,12.71,91.74,0.00,2.11,283.64,56.08,116.94,19.89
530043,Acknit Indus.,301.70,11.21,91.72,0.50,3.61,14.24,66.88,2.15,9.50
522183,ITL Industries,285.70,10.14,91.55,0.35,0.58,-74.52,61.93,12.25,14.01
